#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1225    0.89034E+03    0.13099E+02    0.21493E-05    0.13099E+02    0.20349E+02   -0.18747E-06    0.21493E-05   -0.18747E-06    0.30760E-08
  1226    0.88560E+03    0.13040E+02    0.21900E-05    0.13040E+02    0.20558E+02   -0.19101E-06    0.21900E-05   -0.19101E-06    0.30705E-08
  1227    0.88092E+03    0.12962E+02    0.22304E-05    0.12962E+02    0.20767E+02   -0.19453E-06    0.22304E-05   -0.19453E-06    0.30650E-08
  1228    0.87616E+03    0.12867E+02    0.22703E-05    0.12867E+02    0.20976E+02   -0.19802E-06    0.22703E-05   -0.19802E-06    0.30595E-08
  1229    0.87147E+03    0.12752E+02    0.23097E-05    0.12752E+02    0.21184E+02   -0.20147E-06    0.23097E-05   -0.20147E-06    0.30541E-08
  1230    0.86663E+03    0.12621E+02    0.23486E-05    0.12621E+02    0.21392E+02   -0.20489E-06    0.23486E-05   -0.20489E-06    0.30486E-08
  1231    0.86193E+03    0.12472E+02    0.23867E-05    0.12472E+02    0.21600E+02   -0.20828E-06    0.23867E-05   -0.20828E-06    0.30432E-08
  1232    0.85723E+03    0.12305E+02    0.24242E-05    0.12305E+02    0.21807E+02   -0.21164E-06    0.24242E-05   -0.21164E-06    0.30378E-08
  1233    0.85267E+03    0.12120E+02    0.24608E-05    0.12120E+02    0.22015E+02   -0.21495E-06    0.24608E-05   -0.21495E-06    0.30324E-08
  1234    0.84804E+03    0.11918E+02    0.24965E-05    0.11918E+02    0.22221E+02   -0.21823E-06    0.24965E-05   -0.21823E-06    0.30270E-08
  1235    0.84369E+03    0.11699E+02    0.25312E-05    0.11699E+02    0.22427E+02   -0.22147E-06    0.25312E-05   -0.22147E-06    0.30216E-08
  1236    0.83920E+03    0.11463E+02    0.25648E-05    0.11463E+02    0.22631E+02   -0.22466E-06    0.25648E-05   -0.22466E-06    0.30162E-08
  1237    0.83469E+03    0.11210E+02    0.25973E-05    0.11210E+02    0.22835E+02   -0.22782E-06    0.25973E-05   -0.22782E-06    0.30108E-08
  1238    0.83026E+03    0.10939E+02    0.26286E-05    0.10939E+02    0.23038E+02   -0.23093E-06    0.26286E-05   -0.23093E-06    0.30055E-08
  1239    0.82583E+03    0.10651E+02    0.26586E-05    0.10651E+02    0.23239E+02   -0.23399E-06    0.26586E-05   -0.23399E-06    0.30002E-08
  1240    0.82139E+03    0.10348E+02    0.26872E-05    0.10348E+02    0.23439E+02   -0.23701E-06    0.26872E-05   -0.23701E-06    0.29948E-08
  1241    0.81709E+03    0.10028E+02    0.27143E-05    0.10028E+02    0.23638E+02   -0.23998E-06    0.27143E-05   -0.23998E-06    0.29895E-08
  1242    0.81271E+03    0.96929E+01    0.27399E-05    0.96929E+01    0.23836E+02   -0.24291E-06    0.27399E-05   -0.24291E-06    0.29842E-08
  1243    0.80841E+03    0.93398E+01    0.27639E-05    0.93398E+01    0.24032E+02   -0.24578E-06    0.27639E-05   -0.24578E-06    0.29789E-08
  1244    0.80417E+03    0.89725E+01    0.27861E-05    0.89725E+01    0.24227E+02   -0.24860E-06    0.27861E-05   -0.24860E-06    0.29736E-08
  1245    0.80000E+03    0.85893E+01    0.28066E-05    0.85893E+01    0.24421E+02   -0.25136E-06    0.28066E-05   -0.25136E-06    0.29684E-08
  1246    0.79583E+03    0.81918E+01    0.28252E-05    0.81918E+01    0.24612E+02   -0.25407E-06    0.28252E-05   -0.25407E-06    0.29631E-08
  1247    0.79165E+03    0.77785E+01    0.28419E-05    0.77785E+01    0.24801E+02   -0.25673E-06    0.28419E-05   -0.25673E-06    0.29578E-08
  1248    0.78755E+03    0.73500E+01    0.28566E-05    0.73500E+01    0.24989E+02   -0.25932E-06    0.28566E-05   -0.25932E-06    0.29526E-08
  1249    0.78351E+03    0.69073E+01    0.28691E-05    0.69073E+01    0.25176E+02   -0.26186E-06    0.28691E-05   -0.26186E-06    0.29474E-08
  1250    0.77954E+03    0.64500E+01    0.28795E-05    0.64500E+01    0.25360E+02   -0.26434E-06    0.28795E-05   -0.26434E-06    0.29422E-08
  1251    0.77557E+03    0.59784E+01    0.28877E-05    0.59784E+01    0.25541E+02   -0.26676E-06    0.28877E-05   -0.26676E-06    0.29370E-08
  1252    0.77174E+03    0.54926E+01    0.28937E-05    0.54926E+01    0.25721E+02   -0.26911E-06    0.28937E-05   -0.26911E-06    0.29318E-08
  1253    0.76783E+03    0.49933E+01    0.28977E-05    0.49933E+01    0.25899E+02   -0.27141E-06    0.28977E-05   -0.27141E-06    0.29266E-08
  1254    0.76399E+03    0.44806E+01    0.28997E-05    0.44806E+01    0.26073E+02   -0.27365E-06    0.28997E-05   -0.27365E-06    0.29214E-08
  1255    0.76022E+03    0.39546E+01    0.29000E-05    0.39546E+01    0.26246E+02   -0.27584E-06    0.29000E-05   -0.27584E-06    0.29163E-08
  1256    0.75660E+03    0.34158E+01    0.28986E-05    0.34158E+01    0.26416E+02   -0.27797E-06    0.28986E-05   -0.27797E-06    0.29111E-08
  1257    0.75297E+03    0.28644E+01    0.28956E-05    0.28644E+01    0.26584E+02   -0.28004E-06    0.28956E-05   -0.28004E-06    0.29060E-08
  1258    0.74934E+03    0.23006E+01    0.28912E-05    0.23006E+01    0.26748E+02   -0.28207E-06    0.28912E-05   -0.28207E-06    0.29009E-08
  1259    0.74578E+03    0.17249E+01    0.28854E-05    0.17249E+01    0.26910E+02   -0.28404E-06    0.28854E-05   -0.28404E-06    0.28958E-08
  1260    0.74228E+03    0.11374E+01    0.28784E-05    0.11374E+01    0.27069E+02   -0.28596E-06    0.28784E-05   -0.28596E-06    0.28907E-08
  1261    0.73886E+03    0.53848E+00    0.28703E-05    0.53848E+00    0.27226E+02   -0.28784E-06    0.28703E-05   -0.28784E-06    0.28856E-08
  1262    0.73551E+03   -0.71453E-01    0.28612E-05   -0.71453E-01    0.27380E+02   -0.28967E-06    0.28612E-05   -0.28967E-06    0.28805E-08
  1263    0.73223E+03   -0.69239E+00    0.28513E-05   -0.69239E+00    0.27531E+02   -0.29146E-06    0.28513E-05   -0.29146E-06    0.28754E-08
  1264    0.72894E+03   -0.13240E+01    0.28406E-05   -0.13240E+01    0.27679E+02   -0.29320E-06    0.28406E-05   -0.29320E-06    0.28704E-08
  1265    0.72580E+03   -0.19659E+01    0.28292E-05   -0.19659E+01    0.27824E+02   -0.29490E-06    0.28292E-05   -0.29490E-06    0.28653E-08
  1266    0.72266E+03   -0.26176E+01    0.28173E-05   -0.26176E+01    0.27966E+02   -0.29655E-06    0.28173E-05   -0.29655E-06    0.28603E-08
  1267    0.71958E+03   -0.32791E+01    0.28050E-05   -0.32791E+01    0.28103E+02   -0.29817E-06    0.28050E-05   -0.29817E-06    0.28553E-08
  1268    0.71659E+03   -0.39501E+01    0.27924E-05   -0.39501E+01    0.28240E+02   -0.29975E-06    0.27924E-05   -0.29975E-06    0.28502E-08
  1269    0.71367E+03   -0.46297E+01    0.27796E-05   -0.46297E+01    0.28370E+02   -0.30130E-06    0.27796E-05   -0.30130E-06    0.28452E-08
  1270    0.71080E+03   -0.53189E+01    0.27668E-05   -0.53189E+01    0.28498E+02   -0.30281E-06    0.27668E-05   -0.30281E-06    0.28402E-08
  1271    0.70800E+03   -0.60161E+01    0.27539E-05   -0.60161E+01    0.28624E+02   -0.30428E-06    0.27539E-05   -0.30428E-06    0.28353E-08
  1272    0.70525E+03   -0.67212E+01    0.27413E-05   -0.67212E+01    0.28745E+02   -0.30572E-06    0.27413E-05   -0.30572E-06    0.28303E-08
  1273    0.70255E+03   -0.74343E+01    0.27289E-05   -0.74343E+01    0.28863E+02   -0.30713E-06    0.27289E-05   -0.30713E-06    0.28253E-08
  1274    0.69993E+03   -0.81547E+01    0.27170E-05   -0.81547E+01    0.28976E+02   -0.30851E-06    0.27170E-05   -0.30851E-06    0.28204E-08
  1275    0.69738E+03   -0.88817E+01    0.27055E-05   -0.88817E+01    0.29087E+02   -0.30986E-06    0.27055E-05   -0.30986E-06    0.28154E-08
  1276    0.69488E+03   -0.96159E+01    0.26947E-05   -0.96159E+01    0.29194E+02   -0.31119E-06    0.26947E-05   -0.31119E-06    0.28105E-08
  1277    0.69245E+03   -0.10356E+02    0.26846E-05   -0.10356E+02    0.29297E+02   -0.31249E-06    0.26846E-05   -0.31249E-06    0.28056E-08
  1278    0.69009E+03   -0.11103E+02    0.26754E-05   -0.11103E+02    0.29397E+02   -0.31376E-06    0.26754E-05   -0.31376E-06    0.28007E-08
  1279    0.68779E+03   -0.11854E+02    0.26671E-05   -0.11854E+02    0.29492E+02   -0.31501E-06    0.26671E-05   -0.31501E-06    0.27958E-08
  1280    0.68557E+03   -0.12613E+02    0.26599E-05   -0.12613E+02    0.29584E+02   -0.31624E-06    0.26599E-05   -0.31624E-06    0.27909E-08
  1281    0.68342E+03   -0.13375E+02    0.26539E-05   -0.13375E+02    0.29672E+02   -0.31745E-06    0.26539E-05   -0.31745E-06    0.27860E-08
  1282    0.68133E+03   -0.14142E+02    0.26493E-05   -0.14142E+02    0.29756E+02   -0.31865E-06    0.26493E-05   -0.31865E-06    0.27812E-08
  1283    0.67931E+03   -0.14914E+02    0.26461E-05   -0.14914E+02    0.29837E+02   -0.31982E-06    0.26461E-05   -0.31982E-06    0.27763E-08
  1284    0.67737E+03   -0.15690E+02    0.26444E-05   -0.15690E+02    0.29913E+02   -0.32098E-06    0.26444E-05   -0.32098E-06    0.27715E-08
  1285    0.67548E+03   -0.16470E+02    0.26444E-05   -0.16470E+02    0.29985E+02   -0.32212E-06    0.26444E-05   -0.32212E-06    0.27666E-08
  1286    0.67366E+03   -0.17253E+02    0.26461E-05   -0.17253E+02    0.30053E+02   -0.32325E-06    0.26461E-05   -0.32325E-06    0.27618E-08
  1287    0.67191E+03   -0.18038E+02    0.26498E-05   -0.18038E+02    0.30117E+02   -0.32437E-06    0.26498E-05   -0.32437E-06    0.27570E-08
  1288    0.67024E+03   -0.18827E+02    0.26555E-05   -0.18827E+02    0.30177E+02   -0.32547E-06    0.26555E-05   -0.32547E-06    0.27522E-08
  1289    0.66863E+03   -0.19617E+02    0.26633E-05   -0.19617E+02    0.30233E+02   -0.32657E-06    0.26633E-05   -0.32657E-06    0.27474E-08
  1290    0.66709E+03   -0.20410E+02    0.26733E-05   -0.20410E+02    0.30285E+02   -0.32766E-06    0.26733E-05   -0.32766E-06    0.27426E-08
  1291    0.66562E+03   -0.21205E+02    0.26857E-05   -0.21205E+02    0.30333E+02   -0.32874E-06    0.26857E-05   -0.32874E-06    0.27378E-08
  1292    0.66421E+03   -0.22001E+02    0.27006E-05   -0.22001E+02    0.30375E+02   -0.32982E-06    0.27006E-05   -0.32982E-06    0.27331E-08
  1293    0.66287E+03   -0.22799E+02    0.27180E-05   -0.22799E+02    0.30415E+02   -0.33090E-06    0.27180E-05   -0.33090E-06    0.27283E-08
  1294    0.66162E+03   -0.23595E+02    0.27382E-05   -0.23595E+02    0.30450E+02   -0.33197E-06    0.27382E-05   -0.33197E-06    0.27236E-08
  1295    0.66041E+03   -0.24394E+02    0.27611E-05   -0.24394E+02    0.30481E+02   -0.33304E-06    0.27611E-05   -0.33304E-06    0.27188E-08
  1296    0.65928E+03   -0.25190E+02    0.27870E-05   -0.25190E+02    0.30508E+02   -0.33411E-06    0.27870E-05   -0.33411E-06    0.27141E-08
  1297    0.65822E+03   -0.25987E+02    0.28160E-05   -0.25987E+02    0.30531E+02   -0.33519E-06    0.28160E-05   -0.33519E-06    0.27094E-08
  1298    0.65722E+03   -0.26784E+02    0.28481E-05   -0.26784E+02    0.30550E+02   -0.33627E-06    0.28481E-05   -0.33627E-06    0.27047E-08
  1299    0.65628E+03   -0.27579E+02    0.28835E-05   -0.27579E+02    0.30564E+02   -0.33735E-06    0.28835E-05   -0.33735E-06    0.27000E-08
  1300    0.65543E+03   -0.28373E+02    0.29223E-05   -0.28373E+02    0.30574E+02   -0.33844E-06    0.29223E-05   -0.33844E-06    0.26953E-08
  1301    0.65463E+03   -0.29165E+02    0.29646E-05   -0.29165E+02    0.30580E+02   -0.33953E-06    0.29646E-05   -0.33953E-06    0.26906E-08
  1302    0.65390E+03   -0.29955E+02    0.30102E-05   -0.29955E+02    0.30582E+02   -0.34063E-06    0.30102E-05   -0.34063E-06    0.26860E-08
  1303    0.65323E+03   -0.30743E+02    0.30589E-05   -0.30743E+02    0.30579E+02   -0.34173E-06    0.30589E-05   -0.34173E-06    0.26813E-08
  1304    0.65263E+03   -0.31527E+02    0.31106E-05   -0.31527E+02    0.30573E+02   -0.34282E-06    0.31106E-05   -0.34282E-06    0.26767E-08
  1305    0.65210E+03   -0.32310E+02    0.31650E-05   -0.32310E+02    0.30562E+02   -0.34391E-06    0.31650E-05   -0.34391E-06    0.26720E-08
  1306    0.65162E+03   -0.33088E+02    0.32221E-05   -0.33088E+02    0.30548E+02   -0.34499E-06    0.32221E-05   -0.34499E-06    0.26674E-08
  1307    0.65122E+03   -0.33862E+02    0.32815E-05   -0.33862E+02    0.30529E+02   -0.34606E-06    0.32815E-05   -0.34606E-06    0.26628E-08
  1308    0.65088E+03   -0.34634E+02    0.33432E-05   -0.34634E+02    0.30506E+02   -0.34711E-06    0.33432E-05   -0.34711E-06    0.26582E-08
  1309    0.65059E+03   -0.35399E+02    0.34070E-05   -0.35399E+02    0.30477E+02   -0.34813E-06    0.34070E-05   -0.34813E-06    0.26536E-08
  1310    0.65037E+03   -0.36161E+02    0.34726E-05   -0.36161E+02    0.30446E+02   -0.34914E-06    0.34726E-05   -0.34914E-06    0.26490E-08
  1311    0.65021E+03   -0.36918E+02    0.35399E-05   -0.36918E+02    0.30410E+02   -0.35012E-06    0.35399E-05   -0.35012E-06    0.26444E-08
  1312    0.65013E+03   -0.37669E+02    0.36086E-05   -0.37669E+02    0.30371E+02   -0.35106E-06    0.36086E-05   -0.35106E-06    0.26399E-08
  1313    0.65010E+03   -0.38414E+02    0.36787E-05   -0.38414E+02    0.30327E+02   -0.35197E-06    0.36787E-05   -0.35197E-06    0.26353E-08
  1314    0.65013E+03   -0.39153E+02    0.37499E-05   -0.39153E+02    0.30279E+02   -0.35285E-06    0.37499E-05   -0.35285E-06    0.26307E-08
  1315    0.65021E+03   -0.39886E+02    0.38221E-05   -0.39886E+02    0.30227E+02   -0.35368E-06    0.38221E-05   -0.35368E-06    0.26262E-08
  1316    0.65036E+03   -0.40612E+02    0.38950E-05   -0.40612E+02    0.30171E+02   -0.35447E-06    0.38950E-05   -0.35447E-06    0.26217E-08
  1317    0.65057E+03   -0.41332E+02    0.39685E-05   -0.41332E+02    0.30112E+02   -0.35521E-06    0.39685E-05   -0.35521E-06    0.26172E-08
  1318    0.65082E+03   -0.42043E+02    0.40424E-05   -0.42043E+02    0.30047E+02   -0.35589E-06    0.40424E-05   -0.35589E-06    0.26126E-08
  1319    0.65114E+03   -0.42748E+02    0.41165E-05   -0.42748E+02    0.29979E+02   -0.35653E-06    0.41165E-05   -0.35653E-06    0.26081E-08
  1320    0.65151E+03   -0.43445E+02    0.41907E-05   -0.43445E+02    0.29908E+02   -0.35710E-06    0.41907E-05   -0.35710E-06    0.26036E-08
  1321    0.65193E+03   -0.44134E+02    0.42646E-05   -0.44134E+02    0.29833E+02   -0.35761E-06    0.42646E-05   -0.35761E-06    0.25992E-08
  1322    0.65241E+03   -0.44814E+02    0.43383E-05   -0.44814E+02    0.29752E+02   -0.35806E-06    0.43383E-05   -0.35806E-06    0.25947E-08
  1323    0.65294E+03   -0.45485E+02    0.44114E-05   -0.45485E+02    0.29669E+02   -0.35843E-06    0.44114E-05   -0.35843E-06    0.25902E-08
  1324    0.65353E+03   -0.46149E+02    0.44838E-05   -0.46149E+02    0.29582E+02   -0.35874E-06    0.44838E-05   -0.35874E-06    0.25858E-08
  1325    0.65416E+03   -0.46802E+02    0.45554E-05   -0.46802E+02    0.29491E+02   -0.35896E-06    0.45554E-05   -0.35896E-06    0.25813E-08
  1326    0.65485E+03   -0.47447E+02    0.46258E-05   -0.47447E+02    0.29397E+02   -0.35911E-06    0.46258E-05   -0.35911E-06    0.25769E-08
  1327    0.65558E+03   -0.48082E+02    0.46950E-05   -0.48082E+02    0.29299E+02   -0.35918E-06    0.46950E-05   -0.35918E-06    0.25725E-08
  1328    0.65637E+03   -0.48705E+02    0.47628E-05   -0.48705E+02    0.29198E+02   -0.35916E-06    0.47628E-05   -0.35916E-06    0.25680E-08
  1329    0.65720E+03   -0.49320E+02    0.48290E-05   -0.49320E+02    0.29093E+02   -0.35904E-06    0.48290E-05   -0.35904E-06    0.25636E-08
  1330    0.65808E+03   -0.49924E+02    0.48933E-05   -0.49924E+02    0.28984E+02   -0.35884E-06    0.48933E-05   -0.35884E-06    0.25592E-08
  1331    0.65901E+03   -0.50517E+02    0.49557E-05   -0.50517E+02    0.28872E+02   -0.35854E-06    0.49557E-05   -0.35854E-06    0.25548E-08
  1332    0.65997E+03   -0.51100E+02    0.50159E-05   -0.51100E+02    0.28756E+02   -0.35813E-06    0.50159E-05   -0.35813E-06    0.25504E-08
  1333    0.66099E+03   -0.51670E+02    0.50737E-05   -0.51670E+02    0.28636E+02   -0.35763E-06    0.50737E-05   -0.35763E-06    0.25461E-08
  1334    0.66205E+03   -0.52231E+02    0.51290E-05   -0.52231E+02    0.28515E+02   -0.35701E-06    0.51290E-05   -0.35701E-06    0.25417E-08
  1335    0.66314E+03   -0.52779E+02    0.51816E-05   -0.52779E+02    0.28389E+02   -0.35629E-06    0.51816E-05   -0.35629E-06    0.25373E-08
  1336    0.66428E+03   -0.53315E+02    0.52313E-05   -0.53315E+02    0.28260E+02   -0.35545E-06    0.52313E-05   -0.35545E-06    0.25330E-08
  1337    0.66546E+03   -0.53839E+02    0.52779E-05   -0.53839E+02    0.28128E+02   -0.35449E-06    0.52779E-05   -0.35449E-06    0.25287E-08
  1338    0.66668E+03   -0.54351E+02    0.53212E-05   -0.54351E+02    0.27993E+02   -0.35341E-06    0.53212E-05   -0.35341E-06    0.25243E-08
  1339    0.66794E+03   -0.54852E+02    0.53611E-05   -0.54852E+02    0.27854E+02   -0.35221E-06    0.53611E-05   -0.35221E-06    0.25200E-08
  1340    0.66923E+03   -0.55340E+02    0.53973E-05   -0.55340E+02    0.27713E+02   -0.35088E-06    0.53973E-05   -0.35088E-06    0.25157E-08
  1341    0.67055E+03   -0.55815E+02    0.54298E-05   -0.55815E+02    0.27570E+02   -0.34941E-06    0.54298E-05   -0.34941E-06    0.25114E-08
  1342    0.67191E+03   -0.56278E+02    0.54582E-05   -0.56278E+02    0.27423E+02   -0.34781E-06    0.54582E-05   -0.34781E-06    0.25071E-08
  1343    0.67331E+03   -0.56727E+02    0.54824E-05   -0.56727E+02    0.27273E+02   -0.34607E-06    0.54824E-05   -0.34607E-06    0.25028E-08
  1344    0.67473E+03   -0.57163E+02    0.55023E-05   -0.57163E+02    0.27120E+02   -0.34419E-06    0.55023E-05   -0.34419E-06    0.24985E-08
  1345    0.67618E+03   -0.57585E+02    0.55176E-05   -0.57585E+02    0.26966E+02   -0.34217E-06    0.55176E-05   -0.34217E-06    0.24942E-08
  1346    0.67767E+03   -0.57995E+02    0.55282E-05   -0.57995E+02    0.26807E+02   -0.33999E-06    0.55282E-05   -0.33999E-06    0.24900E-08
  1347    0.67919E+03   -0.58391E+02    0.55339E-05   -0.58391E+02    0.26647E+02   -0.33767E-06    0.55339E-05   -0.33767E-06    0.24857E-08
  1348    0.68073E+03   -0.58773E+02    0.55344E-05   -0.58773E+02    0.26484E+02   -0.33518E-06    0.55344E-05   -0.33518E-06    0.24815E-08
  1349    0.68230E+03   -0.59140E+02    0.55297E-05   -0.59140E+02    0.26318E+02   -0.33254E-06    0.55297E-05   -0.33254E-06    0.24772E-08
  1350    0.68389E+03   -0.59494E+02    0.55195E-05   -0.59494E+02    0.26150E+02   -0.32973E-06    0.55195E-05   -0.32973E-06    0.24730E-08
  1351    0.68551E+03   -0.59834E+02    0.55037E-05   -0.59834E+02    0.25980E+02   -0.32676E-06    0.55037E-05   -0.32676E-06    0.24688E-08
  1352    0.68715E+03   -0.60160E+02    0.54825E-05   -0.60160E+02    0.25807E+02   -0.32363E-06    0.54825E-05   -0.32363E-06    0.24646E-08
  1353    0.68881E+03   -0.60471E+02    0.54561E-05   -0.60471E+02    0.25634E+02   -0.32035E-06    0.54561E-05   -0.32035E-06    0.24604E-08
  1354    0.69049E+03   -0.60768E+02    0.54246E-05   -0.60768E+02    0.25457E+02   -0.31692E-06    0.54246E-05   -0.31692E-06    0.24562E-08
  1355    0.69220E+03   -0.61050E+02    0.53883E-05   -0.61050E+02    0.25278E+02   -0.31336E-06    0.53883E-05   -0.31336E-06    0.24520E-08
  1356    0.69392E+03   -0.61320E+02    0.53475E-05   -0.61320E+02    0.25099E+02   -0.30967E-06    0.53475E-05   -0.30967E-06    0.24478E-08
  1357    0.69566E+03   -0.61572E+02    0.53022E-05   -0.61572E+02    0.24916E+02   -0.30585E-06    0.53022E-05   -0.30585E-06    0.24436E-08
  1358    0.69741E+03   -0.61809E+02    0.52528E-05   -0.61809E+02    0.24731E+02   -0.30193E-06    0.52528E-05   -0.30193E-06    0.24395E-08
  1359    0.69917E+03   -0.62033E+02    0.51994E-05   -0.62033E+02    0.24546E+02   -0.29790E-06    0.51994E-05   -0.29790E-06    0.24353E-08
  1360    0.70092E+03   -0.62241E+02    0.51422E-05   -0.62241E+02    0.24360E+02   -0.29377E-06    0.51422E-05   -0.29377E-06    0.24312E-08
  1361    0.70271E+03   -0.62434E+02    0.50815E-05   -0.62434E+02    0.24170E+02   -0.28955E-06    0.50815E-05   -0.28955E-06    0.24270E-08
  1362    0.70449E+03   -0.62611E+02    0.50174E-05   -0.62611E+02    0.23979E+02   -0.28525E-06    0.50174E-05   -0.28525E-06    0.24229E-08
  1363    0.70629E+03   -0.62776E+02    0.49502E-05   -0.62776E+02    0.23787E+02   -0.28087E-06    0.49502E-05   -0.28087E-06    0.24188E-08
