#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   175    0.51073E+04   -0.38782E+02   -0.15199E-03   -0.38782E+02    0.85769E+00   -0.74159E-06   -0.15199E-03   -0.74159E-06    0.83098E-07
   176    0.51323E+04   -0.38150E+02   -0.14921E-03   -0.38150E+02    0.84664E+00   -0.72702E-06   -0.14921E-03   -0.72702E-06    0.82601E-07
   177    0.51568E+04   -0.37490E+02   -0.14648E-03   -0.37490E+02    0.83559E+00   -0.71246E-06   -0.14648E-03   -0.71246E-06    0.82109E-07
   178    0.51809E+04   -0.36803E+02   -0.14380E-03   -0.36803E+02    0.82476E+00   -0.69788E-06   -0.14380E-03   -0.69788E-06    0.81621E-07
   179    0.52045E+04   -0.36087E+02   -0.14116E-03   -0.36087E+02    0.81387E+00   -0.68330E-06   -0.14116E-03   -0.68330E-06    0.81138E-07
   180    0.52278E+04   -0.35345E+02   -0.13857E-03   -0.35345E+02    0.80312E+00   -0.66872E-06   -0.13857E-03   -0.66872E-06    0.80659E-07
   181    0.52506E+04   -0.34577E+02   -0.13601E-03   -0.34577E+02    0.79253E+00   -0.65412E-06   -0.13601E-03   -0.65412E-06    0.80184E-07
   182    0.52729E+04   -0.33780E+02   -0.13350E-03   -0.33780E+02    0.78216E+00   -0.63952E-06   -0.13350E-03   -0.63952E-06    0.79713E-07
   183    0.52946E+04   -0.32957E+02   -0.13103E-03   -0.32957E+02    0.77195E+00   -0.62491E-06   -0.13103E-03   -0.62491E-06    0.79247E-07
   184    0.53160E+04   -0.32106E+02   -0.12859E-03   -0.32106E+02    0.76196E+00   -0.61029E-06   -0.12859E-03   -0.61029E-06    0.78785E-07
   185    0.53369E+04   -0.31231E+02   -0.12620E-03   -0.31231E+02    0.75236E+00   -0.59567E-06   -0.12620E-03   -0.59567E-06    0.78327E-07
   186    0.53570E+04   -0.30327E+02   -0.12384E-03   -0.30327E+02    0.74299E+00   -0.58103E-06   -0.12384E-03   -0.58103E-06    0.77874E-07
   187    0.53769E+04   -0.29397E+02   -0.12152E-03   -0.29397E+02    0.73399E+00   -0.56639E-06   -0.12152E-03   -0.56639E-06    0.77424E-07
   188    0.53963E+04   -0.28442E+02   -0.11923E-03   -0.28442E+02    0.72536E+00   -0.55173E-06   -0.11923E-03   -0.55173E-06    0.76978E-07
   189    0.54151E+04   -0.27460E+02   -0.11698E-03   -0.27460E+02    0.71714E+00   -0.53707E-06   -0.11698E-03   -0.53707E-06    0.76536E-07
   190    0.54337E+04   -0.26454E+02   -0.11476E-03   -0.26454E+02    0.70936E+00   -0.52239E-06   -0.11476E-03   -0.52239E-06    0.76098E-07
   191    0.54514E+04   -0.25421E+02   -0.11257E-03   -0.25421E+02    0.70207E+00   -0.50770E-06   -0.11257E-03   -0.50770E-06    0.75664E-07
   192    0.54688E+04   -0.24363E+02   -0.11042E-03   -0.24363E+02    0.69527E+00   -0.49300E-06   -0.11042E-03   -0.49300E-06    0.75234E-07
   193    0.54855E+04   -0.23281E+02   -0.10829E-03   -0.23281E+02    0.68902E+00   -0.47829E-06   -0.10829E-03   -0.47829E-06    0.74807E-07
   194    0.55018E+04   -0.22174E+02   -0.10619E-03   -0.22174E+02    0.68334E+00   -0.46356E-06   -0.10619E-03   -0.46356E-06    0.74384E-07
   195    0.55176E+04   -0.21043E+02   -0.10412E-03   -0.21043E+02    0.67828E+00   -0.44883E-06   -0.10412E-03   -0.44883E-06    0.73965E-07
   196    0.55327E+04   -0.19888E+02   -0.10208E-03   -0.19888E+02    0.67386E+00   -0.43408E-06   -0.10208E-03   -0.43408E-06    0.73549E-07
   197    0.55474E+04   -0.18710E+02   -0.10007E-03   -0.18710E+02    0.67014E+00   -0.41931E-06   -0.10007E-03   -0.41931E-06    0.73137E-07
   198    0.55615E+04   -0.17509E+02   -0.98076E-04   -0.17509E+02    0.66714E+00   -0.40453E-06   -0.98076E-04   -0.40453E-06    0.72729E-07
   199    0.55752E+04   -0.16285E+02   -0.96110E-04   -0.16285E+02    0.66490E+00   -0.38974E-06   -0.96110E-04   -0.38974E-06    0.72323E-07
   200    0.55883E+04   -0.15039E+02   -0.94166E-04   -0.15039E+02    0.66344E+00   -0.37493E-06   -0.94166E-04   -0.37493E-06    0.71922E-07
   201    0.56007E+04   -0.13770E+02   -0.92245E-04   -0.13770E+02    0.66283E+00   -0.36011E-06   -0.92245E-04   -0.36011E-06    0.71523E-07
   202    0.56127E+04   -0.12480E+02   -0.90346E-04   -0.12480E+02    0.66307E+00   -0.34527E-06   -0.90346E-04   -0.34527E-06    0.71128E-07
   203    0.56241E+04   -0.11168E+02   -0.88469E-04   -0.11168E+02    0.66422E+00   -0.33042E-06   -0.88469E-04   -0.33042E-06    0.70736E-07
   204    0.56348E+04   -0.98367E+01   -0.86615E-04   -0.98367E+01    0.66632E+00   -0.31557E-06   -0.86615E-04   -0.31557E-06    0.70348E-07
   205    0.56449E+04   -0.84846E+01   -0.84782E-04   -0.84846E+01    0.66939E+00   -0.30070E-06   -0.84782E-04   -0.30070E-06    0.69963E-07
   206    0.56544E+04   -0.71125E+01   -0.82972E-04   -0.71125E+01    0.67348E+00   -0.28583E-06   -0.82972E-04   -0.28583E-06    0.69581E-07
   207    0.56633E+04   -0.57210E+01   -0.81184E-04   -0.57210E+01    0.67861E+00   -0.27096E-06   -0.81184E-04   -0.27096E-06    0.69202E-07
   208    0.56715E+04   -0.43106E+01   -0.79419E-04   -0.43106E+01    0.68484E+00   -0.25608E-06   -0.79419E-04   -0.25608E-06    0.68826E-07
   209    0.56791E+04   -0.28816E+01   -0.77676E-04   -0.28816E+01    0.69219E+00   -0.24120E-06   -0.77676E-04   -0.24120E-06    0.68454E-07
   210    0.56861E+04   -0.14350E+01   -0.75955E-04   -0.14350E+01    0.70070E+00   -0.22633E-06   -0.75955E-04   -0.22633E-06    0.68084E-07
   211    0.56925E+04    0.29129E-01   -0.74256E-04    0.29129E-01    0.71042E+00   -0.21146E-06   -0.74256E-04   -0.21146E-06    0.67718E-07
   212    0.56982E+04    0.15099E+01   -0.72580E-04    0.15099E+01    0.72136E+00   -0.19660E-06   -0.72580E-04   -0.19660E-06    0.67354E-07
   213    0.57033E+04    0.30073E+01   -0.70926E-04    0.30073E+01    0.73358E+00   -0.18175E-06   -0.70926E-04   -0.18175E-06    0.66994E-07
   214    0.57077E+04    0.45202E+01   -0.69295E-04    0.45202E+01    0.74707E+00   -0.16691E-06   -0.69295E-04   -0.16691E-06    0.66637E-07
   215    0.57115E+04    0.60477E+01   -0.67687E-04    0.60477E+01    0.76202E+00   -0.15208E-06   -0.67687E-04   -0.15208E-06    0.66282E-07
   216    0.57147E+04    0.75904E+01   -0.66100E-04    0.75904E+01    0.77825E+00   -0.13726E-06   -0.66100E-04   -0.13726E-06    0.65931E-07
   217    0.57173E+04    0.91463E+01   -0.64537E-04    0.91463E+01    0.79591E+00   -0.12246E-06   -0.64537E-04   -0.12246E-06    0.65582E-07
   218    0.57192E+04    0.10716E+02   -0.62996E-04    0.10716E+02    0.81500E+00   -0.10768E-06   -0.62996E-04   -0.10768E-06    0.65237E-07
   219    0.57205E+04    0.12299E+02   -0.61477E-04    0.12299E+02    0.83552E+00   -0.92918E-07   -0.61477E-04   -0.92918E-07    0.64894E-07
   220    0.57213E+04    0.13893E+02   -0.59981E-04    0.13893E+02    0.85763E+00   -0.78179E-07   -0.59981E-04   -0.78179E-07    0.64554E-07
   221    0.57214E+04    0.15498E+02   -0.58508E-04    0.15498E+02    0.88125E+00   -0.63465E-07   -0.58508E-04   -0.63465E-07    0.64217E-07
   222    0.57209E+04    0.17114E+02   -0.57058E-04    0.17114E+02    0.90652E+00   -0.48778E-07   -0.57058E-04   -0.48778E-07    0.63882E-07
   223    0.57196E+04    0.18742E+02   -0.55630E-04    0.18742E+02    0.93338E+00   -0.34119E-07   -0.55630E-04   -0.34119E-07    0.63550E-07
   224    0.57179E+04    0.20377E+02   -0.54225E-04    0.20377E+02    0.96183E+00   -0.19490E-07   -0.54225E-04   -0.19490E-07    0.63221E-07
   225    0.57155E+04    0.22022E+02   -0.52842E-04    0.22022E+02    0.99201E+00   -0.48935E-08   -0.52842E-04   -0.48935E-08    0.62895E-07
   226    0.57126E+04    0.23674E+02   -0.51483E-04    0.23674E+02    0.10239E+01    0.96685E-08   -0.51483E-04    0.96685E-08    0.62571E-07
   227    0.57089E+04    0.25335E+02   -0.50146E-04    0.25335E+02    0.10576E+01    0.24194E-07   -0.50146E-04    0.24194E-07    0.62250E-07
   228    0.57047E+04    0.27003E+02   -0.48832E-04    0.27003E+02    0.10929E+01    0.38682E-07   -0.48832E-04    0.38682E-07    0.61932E-07
   229    0.56999E+04    0.28675E+02   -0.47541E-04    0.28675E+02    0.11301E+01    0.53129E-07   -0.47541E-04    0.53129E-07    0.61616E-07
   230    0.56944E+04    0.30354E+02   -0.46273E-04    0.30354E+02    0.11691E+01    0.67533E-07   -0.46273E-04    0.67533E-07    0.61302E-07
   231    0.56882E+04    0.32038E+02   -0.45028E-04    0.32038E+02    0.12100E+01    0.81894E-07   -0.45028E-04    0.81894E-07    0.60991E-07
   232    0.56815E+04    0.33726E+02   -0.43806E-04    0.33726E+02    0.12527E+01    0.96208E-07   -0.43806E-04    0.96208E-07    0.60683E-07
   233    0.56742E+04    0.35416E+02   -0.42607E-04    0.35416E+02    0.12975E+01    0.11047E-06   -0.42607E-04    0.11047E-06    0.60377E-07
   234    0.56661E+04    0.37109E+02   -0.41430E-04    0.37109E+02    0.13441E+01    0.12469E-06   -0.41430E-04    0.12469E-06    0.60073E-07
   235    0.56575E+04    0.38804E+02   -0.40277E-04    0.38804E+02    0.13926E+01    0.13885E-06   -0.40277E-04    0.13885E-06    0.59772E-07
   236    0.56482E+04    0.40500E+02   -0.39147E-04    0.40500E+02    0.14432E+01    0.15296E-06   -0.39147E-04    0.15296E-06    0.59473E-07
   237    0.56383E+04    0.42196E+02   -0.38040E-04    0.42196E+02    0.14958E+01    0.16701E-06   -0.38040E-04    0.16701E-06    0.59177E-07
   238    0.56278E+04    0.43892E+02   -0.36956E-04    0.43892E+02    0.15505E+01    0.18101E-06   -0.36956E-04    0.18101E-06    0.58883E-07
   239    0.56167E+04    0.45587E+02   -0.35895E-04    0.45587E+02    0.16071E+01    0.19494E-06   -0.35895E-04    0.19494E-06    0.58591E-07
   240    0.56049E+04    0.47279E+02   -0.34858E-04    0.47279E+02    0.16658E+01    0.20881E-06   -0.34858E-04    0.20881E-06    0.58301E-07
   241    0.55926E+04    0.48969E+02   -0.33843E-04    0.48969E+02    0.17267E+01    0.22262E-06   -0.33843E-04    0.22262E-06    0.58014E-07
   242    0.55798E+04    0.50656E+02   -0.32852E-04    0.50656E+02    0.17896E+01    0.23636E-06   -0.32852E-04    0.23636E-06    0.57729E-07
   243    0.55663E+04    0.52339E+02   -0.31884E-04    0.52339E+02    0.18547E+01    0.25004E-06   -0.31884E-04    0.25004E-06    0.57446E-07
   244    0.55522E+04    0.54017E+02   -0.30940E-04    0.54017E+02    0.19219E+01    0.26364E-06   -0.30940E-04    0.26364E-06    0.57165E-07
   245    0.55375E+04    0.55689E+02   -0.30018E-04    0.55689E+02    0.19913E+01    0.27717E-06   -0.30018E-04    0.27717E-06    0.56886E-07
   246    0.55222E+04    0.57356E+02   -0.29120E-04    0.57356E+02    0.20629E+01    0.29063E-06   -0.29120E-04    0.29063E-06    0.56609E-07
   247    0.55064E+04    0.59015E+02   -0.28246E-04    0.59015E+02    0.21366E+01    0.30401E-06   -0.28246E-04    0.30401E-06    0.56334E-07
   248    0.54900E+04    0.60666E+02   -0.27395E-04    0.60666E+02    0.22128E+01    0.31731E-06   -0.27395E-04    0.31731E-06    0.56062E-07
   249    0.54732E+04    0.62309E+02   -0.26567E-04    0.62309E+02    0.22910E+01    0.33053E-06   -0.26567E-04    0.33053E-06    0.55791E-07
   250    0.54557E+04    0.63942E+02   -0.25762E-04    0.63942E+02    0.23715E+01    0.34367E-06   -0.25762E-04    0.34367E-06    0.55522E-07
   251    0.54378E+04    0.65567E+02   -0.24981E-04    0.65567E+02    0.24542E+01    0.35673E-06   -0.24981E-04    0.35673E-06    0.55256E-07
   252    0.54191E+04    0.67180E+02   -0.24224E-04    0.67180E+02    0.25393E+01    0.36970E-06   -0.24224E-04    0.36970E-06    0.54991E-07
   253    0.54002E+04    0.68782E+02   -0.23488E-04    0.68782E+02    0.26264E+01    0.38259E-06   -0.23488E-04    0.38259E-06    0.54728E-07
   254    0.53807E+04    0.70371E+02   -0.22775E-04    0.70371E+02    0.27160E+01    0.39540E-06   -0.22775E-04    0.39540E-06    0.54467E-07
   255    0.53606E+04    0.71948E+02   -0.22084E-04    0.71948E+02    0.28076E+01    0.40813E-06   -0.22084E-04    0.40813E-06    0.54208E-07
   256    0.53400E+04    0.73514E+02   -0.21414E-04    0.73514E+02    0.29018E+01    0.42078E-06   -0.21414E-04    0.42078E-06    0.53950E-07
   257    0.53190E+04    0.75059E+02   -0.20765E-04    0.75059E+02    0.29980E+01    0.43335E-06   -0.20765E-04    0.43335E-06    0.53695E-07
   258    0.52975E+04    0.76596E+02   -0.20137E-04    0.76596E+02    0.30966E+01    0.44585E-06   -0.20137E-04    0.44585E-06    0.53441E-07
   259    0.52755E+04    0.78111E+02   -0.19529E-04    0.78111E+02    0.31975E+01    0.45826E-06   -0.19529E-04    0.45826E-06    0.53190E-07
   260    0.52531E+04    0.79618E+02   -0.18941E-04    0.79618E+02    0.33007E+01    0.47061E-06   -0.18941E-04    0.47061E-06    0.52940E-07
   261    0.52302E+04    0.81095E+02   -0.18372E-04    0.81095E+02    0.34060E+01    0.48287E-06   -0.18372E-04    0.48287E-06    0.52691E-07
   262    0.52067E+04    0.82564E+02   -0.17822E-04    0.82564E+02    0.35137E+01    0.49507E-06   -0.17822E-04    0.49507E-06    0.52445E-07
   263    0.51831E+04    0.84018E+02   -0.17290E-04    0.84018E+02    0.36237E+01    0.50719E-06   -0.17290E-04    0.50719E-06    0.52200E-07
   264    0.51589E+04    0.85450E+02   -0.16777E-04    0.85450E+02    0.37359E+01    0.51923E-06   -0.16777E-04    0.51923E-06    0.51957E-07
   265    0.51341E+04    0.86851E+02   -0.16281E-04    0.86851E+02    0.38503E+01    0.53121E-06   -0.16281E-04    0.53121E-06    0.51716E-07
   266    0.51091E+04    0.88245E+02   -0.15802E-04    0.88245E+02    0.39671E+01    0.54312E-06   -0.15802E-04    0.54312E-06    0.51477E-07
   267    0.50835E+04    0.89609E+02   -0.15341E-04    0.89609E+02    0.40859E+01    0.55496E-06   -0.15341E-04    0.55496E-06    0.51239E-07
   268    0.50575E+04    0.90957E+02   -0.14895E-04    0.90957E+02    0.42072E+01    0.56673E-06   -0.14895E-04    0.56673E-06    0.51003E-07
   269    0.50310E+04    0.92283E+02   -0.14466E-04    0.92283E+02    0.43305E+01    0.57843E-06   -0.14466E-04    0.57843E-06    0.50768E-07
   270    0.50042E+04    0.93587E+02   -0.14052E-04    0.93587E+02    0.44561E+01    0.59007E-06   -0.14052E-04    0.59007E-06    0.50535E-07
   271    0.49770E+04    0.94867E+02   -0.13654E-04    0.94867E+02    0.45837E+01    0.60164E-06   -0.13654E-04    0.60164E-06    0.50304E-07
   272    0.49496E+04    0.96118E+02   -0.13270E-04    0.96118E+02    0.47138E+01    0.61315E-06   -0.13270E-04    0.61315E-06    0.50075E-07
   273    0.49217E+04    0.97353E+02   -0.12901E-04    0.97353E+02    0.48457E+01    0.62459E-06   -0.12901E-04    0.62459E-06    0.49847E-07
   274    0.48935E+04    0.98551E+02   -0.12546E-04    0.98551E+02    0.49800E+01    0.63598E-06   -0.12546E-04    0.63598E-06    0.49620E-07
   275    0.48649E+04    0.99733E+02   -0.12204E-04    0.99733E+02    0.51161E+01    0.64730E-06   -0.12204E-04    0.64730E-06    0.49396E-07
   276    0.48361E+04    0.10088E+03   -0.11875E-04    0.10088E+03    0.52544E+01    0.65856E-06   -0.11875E-04    0.65856E-06    0.49173E-07
   277    0.48068E+04    0.10201E+03   -0.11559E-04    0.10201E+03    0.53948E+01    0.66976E-06   -0.11559E-04    0.66976E-06    0.48951E-07
   278    0.47773E+04    0.10310E+03   -0.11255E-04    0.10310E+03    0.55373E+01    0.68090E-06   -0.11255E-04    0.68090E-06    0.48731E-07
   279    0.47475E+04    0.10416E+03   -0.10963E-04    0.10416E+03    0.56817E+01    0.69198E-06   -0.10963E-04    0.69198E-06    0.48512E-07
   280    0.47174E+04    0.10521E+03   -0.10683E-04    0.10521E+03    0.58280E+01    0.70301E-06   -0.10683E-04    0.70301E-06    0.48295E-07
   281    0.46872E+04    0.10622E+03   -0.10414E-04    0.10622E+03    0.59764E+01    0.71398E-06   -0.10414E-04    0.71398E-06    0.48080E-07
   282    0.46564E+04    0.10720E+03   -0.10155E-04    0.10720E+03    0.61266E+01    0.72490E-06   -0.10155E-04    0.72490E-06    0.47865E-07
   283    0.46256E+04    0.10814E+03   -0.99064E-05    0.10814E+03    0.62787E+01    0.73576E-06   -0.99064E-05    0.73576E-06    0.47653E-07
   284    0.45945E+04    0.10906E+03   -0.96677E-05    0.10906E+03    0.64327E+01    0.74657E-06   -0.96677E-05    0.74657E-06    0.47442E-07
   285    0.45632E+04    0.10995E+03   -0.94384E-05    0.10995E+03    0.65886E+01    0.75733E-06   -0.94384E-05    0.75733E-06    0.47232E-07
   286    0.45315E+04    0.11080E+03   -0.92181E-05    0.11080E+03    0.67462E+01    0.76804E-06   -0.92181E-05    0.76804E-06    0.47023E-07
   287    0.44997E+04    0.11163E+03   -0.90063E-05    0.11163E+03    0.69055E+01    0.77870E-06   -0.90063E-05    0.77870E-06    0.46816E-07
   288    0.44677E+04    0.11242E+03   -0.88027E-05    0.11242E+03    0.70666E+01    0.78931E-06   -0.88027E-05    0.78931E-06    0.46611E-07
   289    0.44354E+04    0.11318E+03   -0.86068E-05    0.11318E+03    0.72293E+01    0.79987E-06   -0.86068E-05    0.79987E-06    0.46407E-07
   290    0.44030E+04    0.11391E+03   -0.84183E-05    0.11391E+03    0.73936E+01    0.81038E-06   -0.84183E-05    0.81038E-06    0.46204E-07
   291    0.43705E+04    0.11459E+03   -0.82366E-05    0.11459E+03    0.75601E+01    0.82084E-06   -0.82366E-05    0.82084E-06    0.46002E-07
   292    0.43375E+04    0.11525E+03   -0.80614E-05    0.11525E+03    0.77278E+01    0.83127E-06   -0.80614E-05    0.83127E-06    0.45802E-07
   293    0.43046E+04    0.11587E+03   -0.78924E-05    0.11587E+03    0.78962E+01    0.84164E-06   -0.78924E-05    0.84164E-06    0.45603E-07
   294    0.42715E+04    0.11646E+03   -0.77289E-05    0.11646E+03    0.80669E+01    0.85198E-06   -0.77289E-05    0.85198E-06    0.45405E-07
   295    0.42384E+04    0.11701E+03   -0.75707E-05    0.11701E+03    0.82384E+01    0.86227E-06   -0.75707E-05    0.86227E-06    0.45209E-07
   296    0.42051E+04    0.11753E+03   -0.74174E-05    0.11753E+03    0.84121E+01    0.87252E-06   -0.74174E-05    0.87252E-06    0.45014E-07
   297    0.41716E+04    0.11801E+03   -0.72685E-05    0.11801E+03    0.85858E+01    0.88272E-06   -0.72685E-05    0.88272E-06    0.44820E-07
   298    0.41379E+04    0.11846E+03   -0.71236E-05    0.11846E+03    0.87618E+01    0.89289E-06   -0.71236E-05    0.89289E-06    0.44628E-07
   299    0.41043E+04    0.11886E+03   -0.69822E-05    0.11886E+03    0.89393E+01    0.90302E-06   -0.69822E-05    0.90302E-06    0.44436E-07
   300    0.40704E+04    0.11923E+03   -0.68441E-05    0.11923E+03    0.91169E+01    0.91312E-06   -0.68441E-05    0.91312E-06    0.44246E-07
   301    0.40366E+04    0.11956E+03   -0.67088E-05    0.11956E+03    0.92959E+01    0.92317E-06   -0.67088E-05    0.92317E-06    0.44057E-07
   302    0.40027E+04    0.11987E+03   -0.65762E-05    0.11987E+03    0.94757E+01    0.93318E-06   -0.65762E-05    0.93318E-06    0.43869E-07
   303    0.39687E+04    0.12013E+03   -0.64463E-05    0.12013E+03    0.96570E+01    0.94315E-06   -0.64463E-05    0.94315E-06    0.43683E-07
   304    0.39346E+04    0.12035E+03   -0.63190E-05    0.12035E+03    0.98399E+01    0.95306E-06   -0.63190E-05    0.95306E-06    0.43497E-07
   305    0.39006E+04    0.12053E+03   -0.61944E-05    0.12053E+03    0.10023E+02    0.96292E-06   -0.61944E-05    0.96292E-06    0.43313E-07
   306    0.38665E+04    0.12068E+03   -0.60724E-05    0.12068E+03    0.10206E+02    0.97271E-06   -0.60724E-05    0.97271E-06    0.43130E-07
   307    0.38324E+04    0.12078E+03   -0.59530E-05    0.12078E+03    0.10391E+02    0.98244E-06   -0.59530E-05    0.98244E-06    0.42948E-07
   308    0.37983E+04    0.12086E+03   -0.58360E-05    0.12086E+03    0.10577E+02    0.99209E-06   -0.58360E-05    0.99209E-06    0.42767E-07
   309    0.37642E+04    0.12088E+03   -0.57216E-05    0.12088E+03    0.10763E+02    0.10017E-05   -0.57216E-05    0.10017E-05    0.42587E-07
   310    0.37301E+04    0.12088E+03   -0.56096E-05    0.12088E+03    0.10949E+02    0.10112E-05   -0.56096E-05    0.10112E-05    0.42408E-07
   311    0.36961E+04    0.12083E+03   -0.55001E-05    0.12083E+03    0.11137E+02    0.10206E-05   -0.55001E-05    0.10206E-05    0.42231E-07
   312    0.36621E+04    0.12075E+03   -0.53929E-05    0.12075E+03    0.11325E+02    0.10299E-05   -0.53929E-05    0.10299E-05    0.42054E-07
   313    0.36282E+04    0.12062E+03   -0.52882E-05    0.12062E+03    0.11513E+02    0.10391E-05   -0.52882E-05    0.10391E-05    0.41879E-07
   314    0.35943E+04    0.12047E+03   -0.51857E-05    0.12047E+03    0.11702E+02    0.10482E-05   -0.51857E-05    0.10482E-05    0.41705E-07
   315    0.35605E+04    0.12027E+03   -0.50855E-05    0.12027E+03    0.11890E+02    0.10572E-05   -0.50855E-05    0.10572E-05    0.41531E-07
   316    0.35267E+04    0.12003E+03   -0.49876E-05    0.12003E+03    0.12079E+02    0.10661E-05   -0.49876E-05    0.10661E-05    0.41359E-07
   317    0.34931E+04    0.11975E+03   -0.48919E-05    0.11975E+03    0.12267E+02    0.10749E-05   -0.48919E-05    0.10749E-05    0.41188E-07
   318    0.34595E+04    0.11944E+03   -0.47984E-05    0.11944E+03    0.12457E+02    0.10835E-05   -0.47984E-05    0.10835E-05    0.41018E-07
